id,planning_area_name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class
02020205,Chamissokiez,14827,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02020206,Graefekiez,18748,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02030301,Oranienplatz,9295,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
02030302,Lausitzer Platz,13222,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
02030401,Reichenberger Straße,14933,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
02030402,Wrangelkiez,11312,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02040501,Barnimkiez,5324,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02040502,Friedenstraße,6834,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
02040503,Richard-Sorge-Viertel,10271,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
02040701,Andreasviertel,12236,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02040702,Weberwiese,10433,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02040703,Wriezener Bahnhof/ Entwicklungsgebiet,591,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
02050601,Hausburgviertel,8580,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02050602,Samariterviertel,18718,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02050801,Traveplatz,18227,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02050802,Boxhagener Platz,19152,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
02050803,Stralauer Kiez,6412,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
02050804,Stralauer Halbinsel,3127,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
03010101,Bucher Forst,2869,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03010102,Buch,10095,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03010104,Lietzengraben,193,0,,0,,0,
03020203,Blankenfelde,1958,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03020209,Niederschönhausen,13583,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03020210,Herthaplatz,10134,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03020307,Buchholz,16875,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03030405,Karow Nord,10558,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03030406,Alt-Karow,8050,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
03030711,Blankenburg,6527,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
03030715,Heinersdorf,6516,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03030716,Märchenland,1133,1,hoch,+,positiv,1+,"Status hoch, Dynamik positiv"
03040508,Rosenthal,4420,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03040512,Wilhelmsruh,9398,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03040513,Schönholz,3295,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03040614,Pankow Zentrum,32896,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03040818,Pankow Süd,32163,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03050919,Gustav-Adolf-Straße,4839,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03050920,Weißer See,6500,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03050923,Weißenseer Spitze,8302,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03050924,Behaimstraße,5416,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03050925,Komponistenviertel Weißensee,8369,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03051017,Rennbahnstraße,4129,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03051021,Buschallee,6450,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03051022,Hansastraße,4575,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061126,Arnimplatz,14273,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03061131,Falkplatz,9689,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061227,Humannplatz,14040,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061228,Erich-Weinert-Straße,12001,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03061332,Helmholtzplatz,21490,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061429,Greifswalder Straße,10088,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061430,Volkspark Prenzlauer Berg,2885,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061434,Anton-Saefkow-Park,5939,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03061435,Conrad-Blenkle-Straße,3868,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03061441,Eldenaer Straße,1842,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
03071536,Teutoburger Platz,10323,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03071537,Kollwitzplatz,14314,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03071633,Thälmannpark,2711,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
03071638,Winsstraße,16365,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
03071639,Bötzowstraße,11866,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04010101,Jungfernheide,10054,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
04010102,Plötzensee,753,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04010103,Paul-Hertz-Siedlung,7489,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
04020204,Olympiagelände,129,0,,0,,0,
04020205,Siedlung Ruhleben,1242,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04020206,Angerburger Allee,2584,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04020207,Flatowallee,2678,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04020208,Kranzallee,2845,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04020209,Eichkamp,3142,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04020310,Park Ruhwald,585,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
04020311,Reichsstraße,13953,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04020312,Branitzer Platz,4877,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04020313,Königin-Elisabeth-Straße,6897,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04020314,Messegelände,12,0,,0,,0,
04030415,Schloßgarten,2669,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030416,Klausenerplatz,10210,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030417,Schloßstraße,10426,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030518,Tegeler Weg,9110,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030519,Kaiserin-Augusta-Allee,5406,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030620,Alt-Lietzow,8386,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030621,Spreestadt,2949,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030622,Richard-Wagner-Straße,10002,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030623,Ernst-Reuter-Platz,4314,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030724,Lietzensee,6256,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030725,Amtsgerichtsplatz,11565,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030726,Droysenstraße,5253,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030827,Karl-August-Platz,11452,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030828,Savignyplatz,9239,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030929,Hindemithplatz,5983,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04030930,George-Grosz-Platz,5309,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04030931,Breitscheidplatz,3418,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04031032,Halensee,14349,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04041133,Güterbahnhof Grunewald,35,0,,0,,0,
04041134,Bismarckallee,4744,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
04041135,Hundekehle,2767,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
04041136,Hagenplatz,2912,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04041137,Flinsberger Platz,7700,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04041238,Kissinger Straße,5492,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
04041239,Stadion Wilmersdorf,168,0,,0,,0,
04041240,Messelpark,1545,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04041241,Breite Straße,6715,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
04041342,Schlangenbader Straße,4025,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04041343,Binger Straße,3510,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04041344,Rüdesheimer Platz,10562,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051445,Eisenzahnstraße,5772,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051446,Preußenpark,10035,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051447,Ludwigkirchplatz,5112,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051448,Schaperstraße,8552,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051549,Rathaus Wilmersdorf,4074,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051550,Leon-Jessel-Platz,5258,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051551,Brabanter Platz,4189,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051652,Nikolsburger Platz,9248,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051653,Prager Platz,6413,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051654,Wilhelmsaue,2854,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04051655,Babelsberger Straße,6664,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
04051656,Hildegardstraße,7336,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
04061757,Forst Grunewald,71,0,,0,,0,
05010101,Hakenfelde Nord,9747,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05010102,Goltzstraße,5566,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
05010103,Amorbacher Weg,7464,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05010204,Griesingerstraße,3208,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
05010205,An der Tränke,1941,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
05010206,Gütersloher Weg,9946,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
05010207,Darbystraße,10930,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
05010208,Germersheimer Platz,7262,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
05010209,An der Kappe,5949,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05010310,Eckschanze,3632,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
05010311,Eiswerder,5369,4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv"
05010312,Kurstraße,6323,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
05010313,Ackerstraße,6349,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
05010314,Carl-Schurz-Straße,11267,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
05010339,Freiheit,425,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020415,Isenburger Weg,3983,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
05020416,Am Heideberg,1794,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020417,Staakener Straße,5568,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020418,Spandauer Straße,4038,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
05020419,Magistratsweg,6767,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
05020420,Werkstraße,933,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020521,Döberitzer Weg,2720,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
05020522,Pillnitzer Weg,6332,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
05020523,Maulbeerallee,11583,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
05020524,Weinmeisterhornweg,6069,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020625,Borkumer Straße,7128,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020626,Adamstraße,16874,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020627,Tiefwerder,3811,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05020628,Graetschelsteig,2026,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
05020629,Börnicker Straße,4401,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
05030730,Zitadellenweg,3439,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
05030731,Gartenfelder Straße,10672,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
05030832,Rohrdamm,10987,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
05030833,Motardstraße,867,1,hoch,+,positiv,1+,"Status hoch, Dynamik positiv"
05040934,Alt-Gatow,3414,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
05040935,Groß-Glienicker Weg,385,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
05040936,Jägerallee,8430,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
05040937,Kladower Damm,2154,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
05040938,Kafkastraße,3552,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
06010101,Fichtenberg,6797,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06010102,Schloßstraße,8515,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010103,Markelstraße,6223,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010204,Munsterdamm,6755,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010205,Südende,9427,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010206,Stadtpark,7582,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010207,Mittelstraße,7820,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010208,Bergstraße,6365,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010209,Feuerbachstraße,8782,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06010210,Bismarckstraße,4791,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020301,Alt-Lankwitz,4938,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
06020302,Komponistenviertel Lankwitz,5351,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020303,Lankwitz Kirche,7125,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020304,Kaiser-Wilhelm-Straße,6817,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020305,Gemeindepark Lankwitz,10942,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020306,Lankwitz Süd,6428,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020407,Thermometersiedlung,4893,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
06020408,Lichterfelde Süd,6588,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
06020409,Königsberger Straße,8089,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06020410,Oberhofer Platz,6824,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06020411,Schütte-Lanz-Straße,8506,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06030501,Berlepschstraße,5523,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06030502,Zehlendorf Süd,5147,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
06030503,Zehlendorf Mitte,11197,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
06030504,Teltower Damm,10918,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06030605,Botanischer Garten,6847,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06030606,Hindenburgdamm,4987,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06030607,Goerzwerke,3224,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06030608,Schweizer Viertel,11413,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06030609,Augustaplatz,11559,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
06030610,Lichterfelde West,8099,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040701,Wannsee,9514,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040702,Düppel,5459,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040703,Nikolassee,10692,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040804,Krumme Lanke,7596,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040805,Fischerhüttenstraße,5208,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040806,Fischtal,7208,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040807,Zehlendorf Eiche,5844,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
06040808,Hüttenweg,4083,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040809,Thielallee,5000,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
06040810,Dahlem,6670,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9213,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07010102,Nollendorfplatz,15037,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07010103,Barbarossaplatz,9743,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07010104,Dennewitzplatz,13008,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
07020201,Bayerischer Platz,10293,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07020202,Volkspark (Rudolf-Wilde-Park),9521,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07020203,Kaiser-Wilhelm-Platz,16855,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07020204,Schöneberger Insel,11081,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07030301,Friedenau,23359,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07030302,Ceciliengärten,8996,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07030303,Grazer Platz,11905,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07040401,Neu-Tempelhof,16339,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07040402,Lindenhofsiedlung,2094,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
07040403,Manteuffelstraße,22470,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07040404,Marienhöhe,5019,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07040405,Rathaus Tempelhof,10126,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07040406,Germaniagarten,3361,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
07050501,Rathausstraße,15427,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07050502,Fritz-Werner-Straße,7541,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07050503,Eisenacher Straße,8938,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
07050504,Imbrosweg,5426,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07050505,Hundsteinweg,10358,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07050506,Birnhornweg,2226,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
07060601,Marienfelder Allee Nordwest,9819,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07060602,Kirchstraße,4523,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
07060603,Marienfelde Nordost,2716,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07060604,Marienfelde Süd,13472,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
